date,user_submitted_review,title,total_purchased,customer_type
2008-11-19,Never read a better book,Secrets Of R For Advanced Students,3,Business
12/21/19,A lot of material was not needed,R For Dummies,2,Individual
8/31/19,Hated it,R vs Python: An Essay,4,Business
2007-09-19,Hated it,R vs Python: An Essay,NA,Business
2008-08-19,A lot of material was not needed,R For Dummies,5,Business
11/14/19,,R vs Python: An Essay,NA,Business
9/15/19,Awesome!,Fundamentals of R For Beginners,4,Business
8/19/19,Awesome!,Fundamentals of R For Beginners,2,Business
2003-08-19,Awesome!,Secrets Of R For Advanced Students,5,Individual
12/29/19,Hated it,Fundamentals of R For Beginners,NA,Business
2009-01-19,,R For Dummies,2,Business
2001-09-19,I learned a lot,R vs Python: An Essay,2,Business
9/27/19,it was okay,Secrets Of R For Advanced Students,5,Individual
2011-11-19,it was okay,Fundamentals of R For Beginners,8,Business
7/22/19,The author's other books were better,R For Dummies,5,Business
11/29/19,The author's other books were better,Fundamentals of R For Beginners,1,Individual
2004-11-19,Would not recommend,R For Dummies,4,Business
2005-10-19,it was okay,R vs Python: An Essay,4,Business
9/14/19,I learned a lot,R For Dummies,5,Business
8/14/19,,Fundamentals of R For Beginners,4,Individual
10/21/19,it was okay,R For Dummies,5,Individual
2010-05-19,The author's other books were better,Fundamentals of R For Beginners,NA,Business
2007-08-19,it was okay,R For Dummies,5,Individual
6/27/19,The author's other books were better,Fundamentals of R For Beginners,6,Business
2001-12-19,NA,R For Dummies,8,Business
2005-10-19,OK,Fundamentals of R For Beginners,4,Business
2001-02-19,I learned a lot,Secrets Of R For Advanced Students,4,Business
2005-05-19,Hated it,Fundamentals of R For Beginners,1,Individual
1/17/19,it was okay,R vs Python: An Essay,2,Individual
3/19/19,OK,Fundamentals of R For Beginners,6,Individual
2009-12-19,,R For Dummies,NA,Business
2003-04-19,,Fundamentals of R For Beginners,4,Individual
7/17/19,it was okay,Fundamentals of R For Beginners,5,Business
3/17/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
2012-04-19,it was okay,Fundamentals of R For Beginners,2,Individual
2010-06-19,The author's other books were better,Fundamentals of R For Beginners,4,Business
10/19/19,I learned a lot,R For Dummies,3,Business
2002-04-19,,Fundamentals of R For Beginners,7,Business
5/26/19,,Fundamentals of R For Beginners,3,Business
1/27/19,it was okay,Fundamentals of R For Beginners,NA,Business
7/17/19,The author's other books were better,R vs Python: An Essay,3,Individual
2012-06-19,Would not recommend,R For Dummies,2,Individual
4/19/19,Never read a better book,Fundamentals of R For Beginners,5,Individual
2005-03-19,OK,R For Dummies,1,Business
8/16/19,NA,Fundamentals of R For Beginners,1,Individual
1/24/19,The author's other books were better,Top 10 Mistakes R Beginners Make,6,Individual
7/27/19,OK,Fundamentals of R For Beginners,3,Business
2003-04-19,,R For Dummies,3,Individual
2/16/19,it was okay,Fundamentals of R For Beginners,5,Business
2011-10-19,Never read a better book,Top 10 Mistakes R Beginners Make,2,Business
11/17/19,Hated it,Fundamentals of R For Beginners,NA,Business
2012-06-19,NA,Fundamentals of R For Beginners,2,Individual
2003-05-19,Never read a better book,Fundamentals of R For Beginners,NA,Business
2001-02-19,Never read a better book,R For Dummies,7,Business
2010-07-19,Hated it,Secrets Of R For Advanced Students,4,Business
2009-06-19,Hated it,R For Dummies,2,Business
8/13/19,The author's other books were better,R For Dummies,3,Business
5/16/19,OK,Fundamentals of R For Beginners,1,Business
2005-06-19,Awesome!,R vs Python: An Essay,6,Individual
7/27/19,NA,R For Dummies,NA,Business
12/17/19,Hated it,Secrets Of R For Advanced Students,NA,Business
2004-01-19,,R For Dummies,3,Individual
2/13/19,Never read a better book,Secrets Of R For Advanced Students,1,Business
8/21/19,A lot of material was not needed,Fundamentals of R For Beginners,1,Individual
12/27/19,Awesome!,R For Dummies,5,Business
2008-11-19,Awesome!,Fundamentals of R For Beginners,2,Individual
2001-03-19,The author's other books were better,R For Dummies,0,Business
9/15/19,I learned a lot,R For Dummies,4,Individual
12/15/19,NA,Fundamentals of R For Beginners,8,Business
1/30/19,Hated it,Fundamentals of R For Beginners,NA,Business
2003-01-19,OK,R For Dummies,5,Individual
4/25/19,NA,Fundamentals of R For Beginners,4,Business
7/27/19,I learned a lot,Top 10 Mistakes R Beginners Make,3,Individual
2011-09-19,Awesome!,R For Dummies,4,Individual
2004-11-19,,R For Dummies,7,Individual
2005-07-19,,R vs Python: An Essay,3,Business
2003-10-19,OK,R For Dummies,2,Individual
12/25/19,A lot of material was not needed,R For Dummies,2,Individual
3/14/19,it was okay,Fundamentals of R For Beginners,3,Individual
6/19/19,Would not recommend,Fundamentals of R For Beginners,2,Business
5/27/19,Never read a better book,Fundamentals of R For Beginners,2,Individual
2001-09-19,it was okay,Secrets Of R For Advanced Students,3,Business
5/28/19,Awesome!,R vs Python: An Essay,NA,Business
2009-01-19,NA,R vs Python: An Essay,3,Business
2005-04-19,The author's other books were better,R For Dummies,1,Business
7/28/19,Awesome!,R vs Python: An Essay,1,Individual
2003-09-19,NA,R For Dummies,5,Business
7/24/19,it was okay,Fundamentals of R For Beginners,3,Business
4/23/19,NA,R For Dummies,7,Individual
2010-10-19,OK,R For Dummies,1,Business
2007-11-19,Would not recommend,R For Dummies,2,Individual
2012-02-19,Hated it,Fundamentals of R For Beginners,8,Business
5/22/19,Never read a better book,R For Dummies,NA,Business
11/15/19,Hated it,Fundamentals of R For Beginners,4,Individual
2006-03-19,The author's other books were better,Fundamentals of R For Beginners,5,Business
1/28/19,NA,R For Dummies,5,Business
5/25/19,The author's other books were better,Fundamentals of R For Beginners,4,Individual
2002-08-19,A lot of material was not needed,R For Dummies,7,Individual
6/29/19,Never read a better book,R vs Python: An Essay,5,Individual
2012-12-19,Never read a better book,R For Dummies,2,Business
7/18/19,NA,Secrets Of R For Advanced Students,2,Business
2011-07-19,Never read a better book,Fundamentals of R For Beginners,3,Business
2006-05-19,OK,R vs Python: An Essay,7,Business
6/29/19,Awesome!,Fundamentals of R For Beginners,NA,Business
11/13/19,A lot of material was not needed,R For Dummies,3,Individual
5/14/19,NA,R For Dummies,4,Business
1/16/19,NA,Fundamentals of R For Beginners,7,Business
3/20/19,Would not recommend,R vs Python: An Essay,7,Individual
2011-10-19,NA,Top 10 Mistakes R Beginners Make,4,Business
10/21/19,I learned a lot,R vs Python: An Essay,3,Business
2010-11-19,Would not recommend,Fundamentals of R For Beginners,2,Individual
2009-04-19,A lot of material was not needed,R For Dummies,4,Business
7/28/19,it was okay,Secrets Of R For Advanced Students,4,Business
2005-06-19,Would not recommend,R For Dummies,NA,Business
7/31/19,NA,Secrets Of R For Advanced Students,2,Business
5/16/19,A lot of material was not needed,R For Dummies,8,Business
2009-10-19,NA,R vs Python: An Essay,7,Individual
6/30/19,,Secrets Of R For Advanced Students,6,Business
3/24/19,OK,Fundamentals of R For Beginners,6,Business
2001-02-19,Hated it,Fundamentals of R For Beginners,9,Business
7/22/19,OK,Secrets Of R For Advanced Students,6,Business
4/17/19,NA,Secrets Of R For Advanced Students,4,Individual
9/16/19,,R For Dummies,2,Business
11/25/19,,R For Dummies,NA,Business
2011-12-19,A lot of material was not needed,Fundamentals of R For Beginners,4,Business
11/26/19,A lot of material was not needed,Fundamentals of R For Beginners,1,Business
9/16/19,,Fundamentals of R For Beginners,5,Individual
2012-09-19,I learned a lot,R For Dummies,5,Individual
2009-01-19,,R For Dummies,8,Business
9/26/19,Would not recommend,Top 10 Mistakes R Beginners Make,5,Individual
2009-09-19,Would not recommend,Fundamentals of R For Beginners,3,Business
11/19/19,,Secrets Of R For Advanced Students,NA,Business
7/14/19,Awesome!,R For Dummies,NA,Individual
7/17/19,NA,Fundamentals of R For Beginners,NA,Business
12/18/19,it was okay,Secrets Of R For Advanced Students,2,Individual
3/15/19,Would not recommend,Fundamentals of R For Beginners,4,Business
8/16/19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
2001-09-19,Never read a better book,R For Dummies,4,Business
4/30/19,Would not recommend,R vs Python: An Essay,7,Business
2/27/19,Hated it,R For Dummies,5,Business
12/20/19,,R vs Python: An Essay,5,Business
3/30/19,Awesome!,Secrets Of R For Advanced Students,NA,Business
7/29/19,Never read a better book,R For Dummies,2,Individual
10/25/19,OK,R For Dummies,NA,Business
12/29/19,The author's other books were better,Fundamentals of R For Beginners,5,Business
7/15/19,NA,R For Dummies,6,Business
2006-04-19,I learned a lot,Fundamentals of R For Beginners,NA,Business
2012-01-19,I learned a lot,Secrets Of R For Advanced Students,0,Individual
2007-10-19,NA,R For Dummies,NA,Business
11/24/19,,R For Dummies,5,Business
2005-12-19,Awesome!,R For Dummies,5,Business
7/26/19,Never read a better book,R For Dummies,5,Individual
6/17/19,,R vs Python: An Essay,5,Business
9/29/19,I learned a lot,Secrets Of R For Advanced Students,3,Individual
2009-12-19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Business
6/14/19,Hated it,Fundamentals of R For Beginners,6,Business
8/15/19,,Fundamentals of R For Beginners,NA,Individual
1/20/19,Never read a better book,R For Dummies,NA,Business
4/21/19,Would not recommend,R For Dummies,5,Business
7/25/19,Never read a better book,R For Dummies,5,Business
12/23/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
8/20/19,I learned a lot,Fundamentals of R For Beginners,6,Business
2008-11-19,Awesome!,R For Dummies,7,Business
5/18/19,Would not recommend,R For Dummies,NA,Business
2009-05-19,OK,Secrets Of R For Advanced Students,NA,Business
7/20/19,The author's other books were better,Secrets Of R For Advanced Students,5,Business
8/20/19,Awesome!,R For Dummies,3,Business
2/27/19,Would not recommend,Fundamentals of R For Beginners,NA,Individual
7/23/19,NA,R For Dummies,4,Business
2010-04-19,I learned a lot,R vs Python: An Essay,3,Individual
11/15/19,I learned a lot,Fundamentals of R For Beginners,2,Individual
6/26/19,it was okay,Fundamentals of R For Beginners,NA,Business
2012-01-19,Never read a better book,Fundamentals of R For Beginners,NA,Business
1/20/19,Never read a better book,Fundamentals of R For Beginners,9,Business
9/25/19,OK,R For Dummies,9,Business
2012-02-19,Never read a better book,R For Dummies,6,Business
2009-09-19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
5/25/19,Never read a better book,R For Dummies,1,Individual
2001-04-19,Awesome!,Secrets Of R For Advanced Students,2,Business
11/24/19,it was okay,R For Dummies,4,Individual
8/29/19,OK,R For Dummies,5,Business
4/23/19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Business
2006-05-19,it was okay,R For Dummies,3,Individual
2005-06-19,NA,Fundamentals of R For Beginners,5,Business
2002-12-19,NA,Fundamentals of R For Beginners,3,Individual
2010-03-19,I learned a lot,Fundamentals of R For Beginners,NA,Business
8/30/19,I learned a lot,R vs Python: An Essay,5,Business
12/28/19,A lot of material was not needed,R For Dummies,6,Business
1/17/19,The author's other books were better,R For Dummies,1,Business
10/15/19,Awesome!,Secrets Of R For Advanced Students,0,Business
2005-12-19,Hated it,Top 10 Mistakes R Beginners Make,4,Business
8/13/19,,R For Dummies,6,Business
2008-08-19,Awesome!,Fundamentals of R For Beginners,3,Individual
12/13/19,A lot of material was not needed,R vs Python: An Essay,4,Business
3/26/19,Would not recommend,R For Dummies,5,Individual
6/23/19,,R vs Python: An Essay,7,Individual
2/28/19,Would not recommend,Fundamentals of R For Beginners,3,Individual
3/21/19,Never read a better book,R For Dummies,2,Individual
4/17/19,Would not recommend,Fundamentals of R For Beginners,4,Business
2/23/19,Hated it,R For Dummies,4,Individual
8/19/19,it was okay,Top 10 Mistakes R Beginners Make,6,Business
12/13/19,A lot of material was not needed,Secrets Of R For Advanced Students,3,Business
11/17/19,it was okay,R vs Python: An Essay,3,Business
8/28/19,NA,Secrets Of R For Advanced Students,6,Individual
6/13/19,A lot of material was not needed,R For Dummies,4,Individual
9/19/19,Hated it,Top 10 Mistakes R Beginners Make,4,Business
9/16/19,,R For Dummies,3,Business
2010-10-19,Would not recommend,Fundamentals of R For Beginners,6,Individual
8/29/19,OK,R vs Python: An Essay,3,Individual
2005-09-19,The author's other books were better,R vs Python: An Essay,3,Business
2011-02-19,,R For Dummies,8,Individual
2/25/19,Never read a better book,Fundamentals of R For Beginners,1,Business
2012-10-19,Never read a better book,R For Dummies,1,Business
9/21/19,NA,R For Dummies,4,Business
10/22/19,Hated it,R For Dummies,4,Business
12/23/19,OK,R For Dummies,6,Individual
2003-12-19,it was okay,R vs Python: An Essay,2,Business
2007-11-19,Hated it,R vs Python: An Essay,1,Individual
2007-02-19,it was okay,Fundamentals of R For Beginners,4,Business
2001-08-19,Would not recommend,Fundamentals of R For Beginners,4,Business
2007-05-19,NA,R vs Python: An Essay,2,Business
1/22/19,Would not recommend,R For Dummies,2,Individual
2002-09-19,Awesome!,R For Dummies,1,Business
2008-12-19,Awesome!,Fundamentals of R For Beginners,5,Individual
12/25/19,I learned a lot,Secrets Of R For Advanced Students,8,Individual
10/23/19,NA,Fundamentals of R For Beginners,7,Business
2/19/19,it was okay,R vs Python: An Essay,1,Individual
2006-09-19,Never read a better book,R For Dummies,2,Business
3/13/19,I learned a lot,R For Dummies,NA,Business
10/14/19,Would not recommend,Fundamentals of R For Beginners,9,Individual
3/23/19,The author's other books were better,R vs Python: An Essay,9,Individual
2010-08-19,Never read a better book,R For Dummies,1,Business
2011-06-19,NA,R For Dummies,6,Business
6/14/19,Awesome!,R vs Python: An Essay,6,Individual
7/18/19,A lot of material was not needed,R For Dummies,4,Individual
2004-03-19,A lot of material was not needed,Fundamentals of R For Beginners,NA,Business
8/21/19,Awesome!,R vs Python: An Essay,5,Business
2007-03-19,NA,Secrets Of R For Advanced Students,6,Business
4/27/19,Awesome!,R vs Python: An Essay,NA,Business
1/13/19,NA,R For Dummies,NA,Business
6/16/19,Awesome!,R For Dummies,6,Business
2009-09-19,Never read a better book,Secrets Of R For Advanced Students,5,Business
1/18/19,NA,R For Dummies,4,Business
2002-08-19,NA,Fundamentals of R For Beginners,3,Individual
6/29/19,NA,Secrets Of R For Advanced Students,5,Individual
11/13/19,Would not recommend,Fundamentals of R For Beginners,4,Business
6/25/19,Never read a better book,Secrets Of R For Advanced Students,4,Individual
2/22/19,it was okay,R vs Python: An Essay,4,Individual
2/24/19,NA,R vs Python: An Essay,1,Business
2005-01-19,A lot of material was not needed,R For Dummies,4,Business
2008-09-19,,Fundamentals of R For Beginners,NA,Individual
11/22/19,it was okay,Fundamentals of R For Beginners,2,Business
2010-09-19,A lot of material was not needed,R For Dummies,3,Business
7/31/19,I learned a lot,R vs Python: An Essay,1,Business
2/24/19,I learned a lot,R vs Python: An Essay,5,Individual
3/15/19,it was okay,R For Dummies,4,Individual
2011-04-19,Never read a better book,R For Dummies,2,Business
2/15/19,it was okay,R For Dummies,7,Business
2010-12-19,it was okay,Top 10 Mistakes R Beginners Make,2,Business
9/20/19,The author's other books were better,Secrets Of R For Advanced Students,NA,Business
9/28/19,Hated it,R For Dummies,2,Business
6/21/19,The author's other books were better,R For Dummies,5,Business
2005-03-19,The author's other books were better,R vs Python: An Essay,4,Individual
2007-08-19,Never read a better book,Fundamentals of R For Beginners,NA,Individual
2002-11-19,Would not recommend,Secrets Of R For Advanced Students,6,Business
10/23/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
2005-12-19,,Top 10 Mistakes R Beginners Make,2,Individual
10/27/19,Hated it,R For Dummies,1,Business
12/17/19,it was okay,R For Dummies,7,Business
2006-12-19,I learned a lot,Fundamentals of R For Beginners,0,Business
5/29/19,The author's other books were better,R For Dummies,NA,Business
2009-01-19,The author's other books were better,Secrets Of R For Advanced Students,5,Business
4/14/19,Awesome!,Secrets Of R For Advanced Students,9,Individual
3/19/19,OK,R For Dummies,2,Business
11/30/19,I learned a lot,Top 10 Mistakes R Beginners Make,3,Business
2001-12-19,Hated it,R For Dummies,2,Business
4/28/19,OK,Secrets Of R For Advanced Students,4,Business
4/20/19,Awesome!,Secrets Of R For Advanced Students,2,Business
11/21/19,OK,R For Dummies,NA,Business
2009-06-19,OK,R vs Python: An Essay,3,Business
3/29/19,it was okay,R For Dummies,5,Business
2004-01-19,The author's other books were better,Fundamentals of R For Beginners,3,Individual
2006-08-19,I learned a lot,Fundamentals of R For Beginners,NA,Individual
6/21/19,Hated it,Fundamentals of R For Beginners,4,Individual
6/27/19,Hated it,R For Dummies,4,Business
6/15/19,,R For Dummies,NA,Business
2011-06-19,,R For Dummies,5,Business
3/24/19,OK,Fundamentals of R For Beginners,3,Business
2010-07-19,A lot of material was not needed,Fundamentals of R For Beginners,5,Business
9/21/19,Never read a better book,R For Dummies,4,Business
2005-02-19,Hated it,R For Dummies,2,Business
2003-07-19,NA,Secrets Of R For Advanced Students,5,Business
2001-09-19,it was okay,Secrets Of R For Advanced Students,4,Business
7/14/19,NA,R For Dummies,3,Business
2006-01-19,A lot of material was not needed,R For Dummies,5,Business
3/31/19,it was okay,R vs Python: An Essay,4,Business
2001-02-19,,R For Dummies,2,Individual
2007-10-19,OK,Fundamentals of R For Beginners,7,Business
1/13/19,Would not recommend,Fundamentals of R For Beginners,7,Business
9/20/19,Awesome!,R vs Python: An Essay,NA,Individual
8/21/19,OK,Fundamentals of R For Beginners,5,Business
1/16/19,,R vs Python: An Essay,5,Business
2010-12-19,Hated it,R For Dummies,2,Individual
10/18/19,OK,Secrets Of R For Advanced Students,NA,Business
11/13/19,I learned a lot,R For Dummies,NA,Business
2010-12-19,Would not recommend,Fundamentals of R For Beginners,1,Business
2012-03-19,I learned a lot,R For Dummies,2,Business
2004-07-19,I learned a lot,Fundamentals of R For Beginners,4,Business
8/13/19,A lot of material was not needed,R For Dummies,2,Business
1/31/19,I learned a lot,R vs Python: An Essay,3,Individual
8/19/19,Hated it,Top 10 Mistakes R Beginners Make,6,Business
8/19/19,I learned a lot,R vs Python: An Essay,3,Business
2001-05-19,Hated it,Secrets Of R For Advanced Students,NA,Individual
2012-01-19,Never read a better book,R vs Python: An Essay,4,Business
4/18/19,it was okay,R For Dummies,9,Business
1/13/19,OK,Fundamentals of R For Beginners,6,Business
1/16/19,Never read a better book,Fundamentals of R For Beginners,4,Business
6/17/19,it was okay,Fundamentals of R For Beginners,NA,Individual
2007-09-19,NA,R vs Python: An Essay,3,Individual
9/26/19,Would not recommend,R For Dummies,5,Business
2005-06-19,Would not recommend,Top 10 Mistakes R Beginners Make,8,Individual
10/29/19,Would not recommend,Fundamentals of R For Beginners,2,Business
2001-02-19,Awesome!,R For Dummies,1,Business
2/18/19,A lot of material was not needed,R For Dummies,4,Individual
11/13/19,I learned a lot,R For Dummies,6,Individual
2004-02-19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
10/17/19,Hated it,Fundamentals of R For Beginners,5,Business
2011-11-19,I learned a lot,Fundamentals of R For Beginners,NA,Individual
7/21/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
11/27/19,The author's other books were better,Fundamentals of R For Beginners,1,Individual
8/25/19,I learned a lot,R For Dummies,3,Business
8/25/19,A lot of material was not needed,R For Dummies,2,Business
9/15/19,NA,Fundamentals of R For Beginners,8,Business
9/24/19,The author's other books were better,R For Dummies,4,Individual
7/31/19,I learned a lot,Fundamentals of R For Beginners,2,Individual
8/24/19,,R For Dummies,NA,Business
2009-10-19,,Fundamentals of R For Beginners,4,Business
2012-05-19,Never read a better book,R For Dummies,6,Business
2012-08-19,it was okay,Fundamentals of R For Beginners,2,Business
2011-04-19,A lot of material was not needed,R For Dummies,0,Individual
3/25/19,The author's other books were better,Secrets Of R For Advanced Students,3,Business
2006-09-19,,Fundamentals of R For Beginners,6,Business
1/25/19,A lot of material was not needed,R vs Python: An Essay,5,Individual
9/24/19,NA,Fundamentals of R For Beginners,6,Business
6/14/19,it was okay,Top 10 Mistakes R Beginners Make,5,Business
3/31/19,Would not recommend,Fundamentals of R For Beginners,1,Business
10/31/19,NA,R For Dummies,1,Business
3/28/19,I learned a lot,R For Dummies,2,Business
4/18/19,,Secrets Of R For Advanced Students,7,Business
11/23/19,Never read a better book,Fundamentals of R For Beginners,4,Business
2008-04-19,,R vs Python: An Essay,NA,Individual
7/26/19,Never read a better book,Secrets Of R For Advanced Students,5,Business
4/13/19,A lot of material was not needed,Fundamentals of R For Beginners,4,Individual
2004-09-19,Hated it,Fundamentals of R For Beginners,1,Business
2009-06-19,Would not recommend,Fundamentals of R For Beginners,4,Business
9/14/19,OK,Fundamentals of R For Beginners,3,Individual
1/29/19,The author's other books were better,Fundamentals of R For Beginners,6,Business
3/29/19,Would not recommend,R For Dummies,1,Individual
2012-09-19,NA,R For Dummies,7,Business
2008-05-19,Would not recommend,R vs Python: An Essay,2,Business
2010-05-19,NA,R vs Python: An Essay,3,Business
6/21/19,,R vs Python: An Essay,2,Business
11/30/19,Awesome!,R For Dummies,5,Business
2011-09-19,Awesome!,Fundamentals of R For Beginners,4,Business
12/16/19,OK,Fundamentals of R For Beginners,3,Individual
12/26/19,I learned a lot,Fundamentals of R For Beginners,6,Business
1/26/19,NA,R For Dummies,4,Business
8/21/19,NA,R vs Python: An Essay,NA,Business
2006-04-19,Awesome!,Fundamentals of R For Beginners,2,Individual
2002-06-19,OK,Fundamentals of R For Beginners,NA,Business
2002-02-19,Would not recommend,Top 10 Mistakes R Beginners Make,4,Business
2009-12-19,Would not recommend,Secrets Of R For Advanced Students,5,Individual
2010-09-19,Hated it,Fundamentals of R For Beginners,2,Individual
5/24/19,Hated it,R For Dummies,NA,Business
2/20/19,The author's other books were better,Fundamentals of R For Beginners,4,Business
2008-09-19,Would not recommend,R For Dummies,8,Business
4/25/19,Hated it,Secrets Of R For Advanced Students,5,Individual
2/17/19,A lot of material was not needed,Fundamentals of R For Beginners,5,Business
2003-12-19,Awesome!,Fundamentals of R For Beginners,4,Business
2009-03-19,Never read a better book,Secrets Of R For Advanced Students,6,Individual
4/26/19,NA,Fundamentals of R For Beginners,2,Business
2/24/19,Would not recommend,R For Dummies,10,Business
12/21/19,Never read a better book,Fundamentals of R For Beginners,2,Business
8/30/19,Hated it,Fundamentals of R For Beginners,5,Business
2007-09-19,Awesome!,R vs Python: An Essay,1,Individual
2006-01-19,OK,Fundamentals of R For Beginners,2,Business
2010-08-19,it was okay,Fundamentals of R For Beginners,3,Individual
2/26/19,Awesome!,R For Dummies,3,Business
2012-06-19,The author's other books were better,Fundamentals of R For Beginners,5,Individual
2/15/19,Awesome!,Top 10 Mistakes R Beginners Make,5,Business
2004-12-19,A lot of material was not needed,R For Dummies,5,Business
7/16/19,The author's other books were better,Secrets Of R For Advanced Students,4,Individual
12/20/19,The author's other books were better,R For Dummies,3,Business
2002-07-19,,Secrets Of R For Advanced Students,2,Individual
9/30/19,Never read a better book,R vs Python: An Essay,4,Individual
7/13/19,Would not recommend,R For Dummies,6,Business
8/14/19,NA,Top 10 Mistakes R Beginners Make,4,Business
8/22/19,The author's other books were better,R For Dummies,NA,Business
2009-07-19,it was okay,R vs Python: An Essay,NA,Business
3/17/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
3/21/19,Awesome!,R For Dummies,3,Individual
6/21/19,it was okay,R vs Python: An Essay,8,Individual
12/30/19,Never read a better book,Fundamentals of R For Beginners,6,Business
2010-01-19,Hated it,R For Dummies,3,Business
11/18/19,NA,Fundamentals of R For Beginners,7,Business
2/17/19,A lot of material was not needed,R vs Python: An Essay,2,Individual
11/15/19,OK,Fundamentals of R For Beginners,1,Business
3/18/19,The author's other books were better,R vs Python: An Essay,7,Business
2002-09-19,Never read a better book,R vs Python: An Essay,NA,Business
2002-12-19,Would not recommend,Fundamentals of R For Beginners,5,Business
6/24/19,I learned a lot,R vs Python: An Essay,6,Individual
2/22/19,OK,R For Dummies,1,Business
2009-11-19,I learned a lot,Fundamentals of R For Beginners,6,Business
12/22/19,Awesome!,R vs Python: An Essay,1,Business
8/24/19,Would not recommend,Fundamentals of R For Beginners,NA,Business
10/20/19,NA,Fundamentals of R For Beginners,3,Business
2007-02-19,Would not recommend,Secrets Of R For Advanced Students,2,Individual
12/13/19,Would not recommend,R For Dummies,2,Business
2012-03-19,Hated it,R vs Python: An Essay,5,Individual
2006-11-19,A lot of material was not needed,Secrets Of R For Advanced Students,5,Business
2009-07-19,Would not recommend,R For Dummies,6,Business
8/16/19,Hated it,R For Dummies,3,Business
11/15/19,Awesome!,R For Dummies,2,Business
5/26/19,Would not recommend,R For Dummies,5,Business
5/17/19,it was okay,Secrets Of R For Advanced Students,NA,Individual
7/24/19,it was okay,R vs Python: An Essay,2,Business
12/30/19,it was okay,R For Dummies,3,Business
8/16/19,I learned a lot,Fundamentals of R For Beginners,3,Business
12/24/19,I learned a lot,R For Dummies,4,Business
10/25/19,NA,Fundamentals of R For Beginners,5,Business
12/15/19,NA,R vs Python: An Essay,5,Business
2009-01-19,Awesome!,Secrets Of R For Advanced Students,2,Business
10/25/19,A lot of material was not needed,Fundamentals of R For Beginners,3,Business
4/27/19,OK,Secrets Of R For Advanced Students,3,Business
8/22/19,OK,R For Dummies,3,Business
2002-06-19,Would not recommend,Secrets Of R For Advanced Students,5,Business
4/25/19,I learned a lot,R For Dummies,3,Business
2007-06-19,Awesome!,Fundamentals of R For Beginners,3,Individual
3/30/19,NA,Fundamentals of R For Beginners,5,Individual
10/20/19,,R For Dummies,4,Individual
2006-02-19,Hated it,Fundamentals of R For Beginners,6,Business
2002-12-19,Never read a better book,R For Dummies,2,Business
2009-09-19,The author's other books were better,R vs Python: An Essay,2,Business
2001-02-19,A lot of material was not needed,R For Dummies,6,Business
5/15/19,,R For Dummies,3,Business
4/28/19,,Fundamentals of R For Beginners,6,Business
7/28/19,OK,R For Dummies,0,Individual
2006-05-19,NA,Fundamentals of R For Beginners,9,Business
2005-09-19,Hated it,Top 10 Mistakes R Beginners Make,6,Business
4/26/19,The author's other books were better,R vs Python: An Essay,6,Business
2005-03-19,Would not recommend,Secrets Of R For Advanced Students,NA,Individual
2007-06-19,it was okay,Fundamentals of R For Beginners,4,Business
6/27/19,OK,R For Dummies,7,Individual
2009-11-19,it was okay,R For Dummies,5,Business
2003-02-19,it was okay,Fundamentals of R For Beginners,1,Individual
1/24/19,Awesome!,R For Dummies,5,Business
2010-03-19,NA,Fundamentals of R For Beginners,4,Individual
11/28/19,it was okay,R For Dummies,6,Business
2009-07-19,Hated it,Secrets Of R For Advanced Students,8,Business
6/24/19,Would not recommend,R For Dummies,5,Individual
2011-02-19,Would not recommend,R For Dummies,5,Business
4/28/19,NA,R vs Python: An Essay,3,Individual
2012-08-19,Hated it,R For Dummies,4,Business
12/17/19,NA,Fundamentals of R For Beginners,NA,Individual
6/21/19,Hated it,Fundamentals of R For Beginners,2,Business
7/14/19,NA,Fundamentals of R For Beginners,1,Business
8/29/19,Awesome!,R For Dummies,2,Business
6/28/19,it was okay,Fundamentals of R For Beginners,2,Business
2005-04-19,OK,Fundamentals of R For Beginners,5,Business
12/27/19,NA,R For Dummies,2,Individual
2009-05-19,Hated it,Fundamentals of R For Beginners,3,Business
1/27/19,Awesome!,R vs Python: An Essay,3,Business
2003-06-19,,Top 10 Mistakes R Beginners Make,3,Individual
12/16/19,Awesome!,Fundamentals of R For Beginners,4,Business
9/15/19,A lot of material was not needed,Fundamentals of R For Beginners,2,Business
12/31/19,The author's other books were better,R For Dummies,NA,Individual
4/28/19,A lot of material was not needed,Fundamentals of R For Beginners,5,Business
10/22/19,NA,R For Dummies,3,Business
3/13/19,OK,R For Dummies,7,Business
5/17/19,Would not recommend,Fundamentals of R For Beginners,6,Individual
2012-11-19,Hated it,R For Dummies,2,Individual
7/14/19,,Secrets Of R For Advanced Students,3,Individual
1/20/19,OK,R For Dummies,6,Individual
10/20/19,Never read a better book,Secrets Of R For Advanced Students,NA,Business
1/19/19,The author's other books were better,Fundamentals of R For Beginners,3,Business
7/21/19,Hated it,R For Dummies,NA,Business
